Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
59913,Datatech Solutions,Email,Women 35-44,15 Days,Google Ads,0.13,8518,5.45,Los Angeles,Mandarin,296,7495,6,Tech Enthusiasts,2021-02-22
59914,Datatech Solutions,Social Media,Men 25-34,30 Days,Instagram,0.11,11258,2.87,Miami,German,529,1205,2,Health & Wellness,2021-02-23
59915,Techcorp,Influencer,Women 25-34,60 Days,Website,0.05,8141,5.42,New York,Mandarin,285,9156,6,Outdoor Adventurers,2021-02-24
59916,Nexgen Systems,Search,Men 25-34,15 Days,Website,0.03,14922,6.31,New York,German,508,8396,5,Health & Wellness,2021-02-25
59917,Alpha Innovations,Influencer,Men 25-34,45 Days,Google Ads,0.03,14991,7.88,Chicago,Mandarin,854,6914,9,Outdoor Adventurers,2021-02-26
59918,Innovate Industries,Email,All Ages,30 Days,Email,0.08,18195,6.95,Chicago,Spanish,375,3853,10,Tech Enthusiasts,2021-02-27
59919,Techcorp,Display,Women 25-34,30 Days,Youtube,0.04,16664,6.78,Houston,German,668,6628,5,Outdoor Adventurers,2021-02-28
59920,Datatech Solutions,Display,Men 18-24,45 Days,Youtube,0.03,11216,4.41,New York,English,609,3691,4,Foodies,2021-03-01
59921,Innovate Industries,Display,Women 35-44,15 Days,Instagram,0.1,5149,4.79,Houston,Spanish,764,2850,3,Outdoor Adventurers,2021-03-02
59922,Nexgen Systems,Search,All Ages,30 Days,Google Ads,0.04,6983,4.92,Miami,Mandarin,910,7362,7,Health & Wellness,2021-03-03
59923,Alpha Innovations,Display,All Ages,60 Days,Google Ads,0.07,12697,5.04,Los Angeles,Spanish,877,6504,7,Fashionistas,2021-03-04
59924,Nexgen Systems,Search,Women 25-34,60 Days,Website,0.09,12460,7.91,Miami,Mandarin,698,5501,1,Fashionistas,2021-03-05
59925,Datatech Solutions,Email,Women 35-44,45 Days,Facebook,0.06,12561,4.24,Los Angeles,Mandarin,646,6588,6,Health & Wellness,2021-03-06
59926,Innovate Industries,Display,Men 18-24,30 Days,Google Ads,0.06,9526,5.47,Houston,German,237,8945,9,Foodies,2021-03-07
59927,Nexgen Systems,Influencer,Men 25-34,15 Days,Instagram,0.14,9953,4.06,Houston,French,170,3845,1,Foodies,2021-03-08
59928,Techcorp,Search,Men 18-24,15 Days,Email,0.11,6483,4.83,New York,German,372,2929,10,Foodies,2021-03-09
59929,Alpha Innovations,Search,Men 18-24,30 Days,Website,0.09,10208,6.69,Houston,Mandarin,576,4063,6,Fashionistas,2021-03-10
59930,Alpha Innovations,Search,Women 35-44,30 Days,Email,0.12,16098,2.2,Houston,French,610,7764,1,Fashionistas,2021-03-11
59931,Alpha Innovations,Display,Women 25-34,30 Days,Facebook,0.07,13989,5.3,Chicago,French,573,2714,6,Tech Enthusiasts,2021-03-12
59932,Techcorp,Social Media,Women 25-34,15 Days,Email,0.06,12721,6.85,Houston,German,745,9903,9,Health & Wellness,2021-03-13
59933,Innovate Industries,Search,Men 18-24,60 Days,Google Ads,0.13,16886,7.07,Chicago,French,500,8153,6,Foodies,2021-03-14
59934,Innovate Industries,Search,Women 25-34,30 Days,Google Ads,0.08,13597,7.15,Houston,Spanish,508,8467,1,Health & Wellness,2021-03-15
59935,Alpha Innovations,Influencer,Women 35-44,30 Days,Website,0.15,12271,3.47,New York,English,830,3802,6,Tech Enthusiasts,2021-03-16
59936,Techcorp,Social Media,Men 18-24,60 Days,Facebook,0.1,12144,5.57,New York,Mandarin,322,9614,6,Foodies,2021-03-17
59937,Techcorp,Influencer,Men 25-34,30 Days,Google Ads,0.05,16308,3.91,Miami,English,629,3333,6,Foodies,2021-03-18
59938,Datatech Solutions,Influencer,Men 25-34,45 Days,Facebook,0.06,19228,2.84,Miami,Mandarin,850,2963,7,Tech Enthusiasts,2021-03-19
59939,Alpha Innovations,Search,Men 25-34,45 Days,Youtube,0.07,9326,6.13,Houston,Spanish,594,8380,9,Outdoor Adventurers,2021-03-20
59940,Techcorp,Influencer,All Ages,15 Days,Website,0.03,15619,5.64,Houston,Spanish,393,8030,1,Tech Enthusiasts,2021-03-21
59941,Datatech Solutions,Email,Women 25-34,30 Days,Email,0.05,10637,7.92,Chicago,Mandarin,743,3666,1,Tech Enthusiasts,2021-03-22
59942,Techcorp,Display,Women 25-34,15 Days,Email,0.01,5965,6.29,New York,English,346,8747,5,Tech Enthusiasts,2021-03-23
59943,Alpha Innovations,Social Media,Women 25-34,60 Days,Youtube,0.05,13272,7.45,Miami,Spanish,247,4059,7,Tech Enthusiasts,2021-03-24
59944,Alpha Innovations,Search,All Ages,60 Days,Website,0.06,17485,6.77,Houston,Spanish,881,1438,9,Health & Wellness,2021-03-25
59945,Innovate Industries,Email,Men 25-34,60 Days,Google Ads,0.03,19528,6.15,New York,English,905,4424,8,Outdoor Adventurers,2021-03-26
59946,Innovate Industries,Search,All Ages,15 Days,Youtube,0.1,9798,3.65,New York,German,592,7906,6,Foodies,2021-03-27
59947,Innovate Industries,Influencer,All Ages,30 Days,Instagram,0.02,5585,3.47,Los Angeles,Spanish,821,1568,2,Foodies,2021-03-28
59948,Alpha Innovations,Social Media,Women 35-44,60 Days,Email,0.04,9598,2.59,Miami,English,560,9704,3,Tech Enthusiasts,2021-03-29
59949,Innovate Industries,Display,Women 35-44,15 Days,Website,0.02,16600,4.93,Houston,Mandarin,815,7920,7,Foodies,2021-03-30
59950,Innovate Industries,Influencer,Women 25-34,30 Days,Email,0.13,15458,3.3,Los Angeles,Spanish,862,5915,3,Tech Enthusiasts,2021-03-31
59951,Alpha Innovations,Influencer,Men 25-34,15 Days,Youtube,0.08,12150,2.96,Miami,English,288,5775,6,Foodies,2021-04-01
59952,Techcorp,Search,Women 25-34,60 Days,Website,0.13,12933,7.5,Miami,German,948,6360,8,Tech Enthusiasts,2021-04-02
59953,Techcorp,Influencer,Men 18-24,15 Days,Youtube,0.1,17452,6.02,Los Angeles,Spanish,567,1746,1,Health & Wellness,2021-04-03
59954,Alpha Innovations,Influencer,Men 25-34,60 Days,Instagram,0.14,15742,5.95,Los Angeles,Mandarin,570,6667,9,Health & Wellness,2021-04-04
59955,Alpha Innovations,Influencer,Women 35-44,30 Days,Google Ads,0.06,16953,3.05,Miami,Spanish,272,4988,1,Outdoor Adventurers,2021-04-05
59956,Techcorp,Social Media,Women 35-44,60 Days,Instagram,0.14,9463,7.67,Los Angeles,French,972,5552,8,Outdoor Adventurers,2021-04-06
59957,Innovate Industries,Search,Men 25-34,60 Days,Youtube,0.15,5466,7.31,Miami,English,103,9131,5,Foodies,2021-04-07
59958,Alpha Innovations,Display,Men 25-34,15 Days,Google Ads,0.12,7991,5.19,Miami,English,928,7308,10,Health & Wellness,2021-04-08
59959,Innovate Industries,Influencer,Women 35-44,30 Days,Instagram,0.11,17069,6.6,Miami,French,484,7364,8,Tech Enthusiasts,2021-04-09
59960,Innovate Industries,Display,Men 25-34,45 Days,Email,0.09,9844,6.9,Chicago,Mandarin,303,4764,3,Fashionistas,2021-04-10
59961,Techcorp,Search,Men 25-34,30 Days,Facebook,0.07,19206,7.53,Chicago,English,499,9704,5,Fashionistas,2021-04-11
59962,Datatech Solutions,Email,Women 25-34,15 Days,Email,0.1,5120,4.26,Los Angeles,Spanish,645,6484,7,Health & Wellness,2021-04-12
59963,Nexgen Systems,Influencer,Men 25-34,15 Days,Google Ads,0.07,7687,7.65,Los Angeles,Mandarin,699,8200,1,Fashionistas,2021-04-13
59964,Innovate Industries,Social Media,Men 25-34,15 Days,Facebook,0.05,15295,3.98,New York,Mandarin,113,3888,6,Health & Wellness,2021-04-14
59965,Datatech Solutions,Social Media,Women 35-44,60 Days,Instagram,0.13,9538,2.22,Los Angeles,German,189,1473,10,Health & Wellness,2021-04-15
59966,Techcorp,Display,Men 18-24,60 Days,Email,0.02,9376,4.61,Houston,Spanish,226,1923,10,Fashionistas,2021-04-16
59967,Datatech Solutions,Search,Men 18-24,60 Days,Google Ads,0.12,10189,4.57,Los Angeles,Spanish,784,7867,7,Health & Wellness,2021-04-17
59968,Alpha Innovations,Search,Men 18-24,15 Days,Facebook,0.12,16489,6.18,New York,English,957,3837,5,Tech Enthusiasts,2021-04-18
59969,Alpha Innovations,Email,Men 25-34,15 Days,Website,0.04,16435,3.16,Miami,German,854,2209,5,Tech Enthusiasts,2021-04-19
59970,Innovate Industries,Influencer,All Ages,60 Days,Google Ads,0.02,10956,2.82,Houston,Spanish,414,3194,9,Fashionistas,2021-04-20
59971,Innovate Industries,Display,Men 25-34,15 Days,Website,0.07,6406,7.93,New York,German,940,7457,5,Outdoor Adventurers,2021-04-21
59972,Innovate Industries,Email,Men 18-24,45 Days,Facebook,0.06,19332,6.02,Los Angeles,Mandarin,405,9478,9,Outdoor Adventurers,2021-04-22
59973,Innovate Industries,Display,Men 18-24,15 Days,Website,0.02,13360,2.58,New York,French,682,5359,3,Health & Wellness,2021-04-23
59974,Techcorp,Email,All Ages,45 Days,Website,0.12,10777,5.81,Miami,Spanish,842,7175,3,Tech Enthusiasts,2021-04-24
59975,Alpha Innovations,Search,All Ages,30 Days,Website,0.12,7423,5.66,Miami,English,227,2043,7,Foodies,2021-04-25
59976,Alpha Innovations,Influencer,Men 18-24,15 Days,Instagram,0.05,9784,6.8,New York,French,756,1038,3,Foodies,2021-04-26
59977,Datatech Solutions,Social Media,All Ages,45 Days,Instagram,0.03,17538,7.54,New York,Mandarin,477,6029,8,Tech Enthusiasts,2021-04-27
59978,Nexgen Systems,Display,Men 18-24,60 Days,Youtube,0.04,8241,2.82,Miami,English,605,3899,3,Tech Enthusiasts,2021-04-28
59979,Innovate Industries,Social Media,All Ages,60 Days,Instagram,0.07,10902,2.29,Los Angeles,French,653,4467,8,Tech Enthusiasts,2021-04-29
59980,Techcorp,Social Media,Men 18-24,15 Days,Email,0.06,19396,6.66,Los Angeles,Mandarin,240,8314,8,Outdoor Adventurers,2021-04-30
59981,Alpha Innovations,Search,Men 25-34,30 Days,Instagram,0.03,12608,7.39,Miami,English,623,1750,4,Outdoor Adventurers,2021-05-01
59982,Datatech Solutions,Influencer,All Ages,45 Days,Facebook,0.07,17287,6.43,Chicago,French,537,2517,6,Outdoor Adventurers,2021-05-02
59983,Datatech Solutions,Social Media,All Ages,30 Days,Google Ads,0.15,9809,2.04,Los Angeles,Mandarin,886,9088,10,Outdoor Adventurers,2021-05-03
59984,Techcorp,Social Media,All Ages,60 Days,Website,0.05,6206,3.68,Houston,English,547,3579,7,Outdoor Adventurers,2021-05-04
59985,Alpha Innovations,Search,Women 25-34,30 Days,Google Ads,0.14,6490,5.11,New York,Mandarin,971,9996,10,Outdoor Adventurers,2021-05-05
59986,Techcorp,Search,Men 18-24,45 Days,Instagram,0.1,8302,3.76,Chicago,Spanish,176,1541,2,Outdoor Adventurers,2021-05-06
59987,Innovate Industries,Display,Women 35-44,45 Days,Facebook,0.08,8707,5.77,Los Angeles,German,577,7065,8,Tech Enthusiasts,2021-05-07
59988,Alpha Innovations,Search,Women 25-34,30 Days,Website,0.13,15188,7.76,Chicago,French,552,4198,8,Outdoor Adventurers,2021-05-08
59989,Nexgen Systems,Email,Men 25-34,30 Days,Google Ads,0.09,11041,4.45,Chicago,French,619,8188,6,Health & Wellness,2021-05-09
59990,Nexgen Systems,Search,Men 25-34,45 Days,Facebook,0.02,19368,4.27,Houston,German,399,8818,3,Health & Wellness,2021-05-10
59991,Techcorp,Social Media,Women 35-44,60 Days,Google Ads,0.02,9614,3.72,Chicago,English,558,3134,8,Outdoor Adventurers,2021-05-11
59992,Datatech Solutions,Influencer,Men 25-34,15 Days,Instagram,0.07,15119,7.11,Houston,French,543,2304,9,Outdoor Adventurers,2021-05-12
59993,Innovate Industries,Email,Men 18-24,30 Days,Facebook,0.11,19931,4.69,Houston,Spanish,204,2054,4,Foodies,2021-05-13
59994,Innovate Industries,Influencer,Women 25-34,15 Days,Google Ads,0.15,8626,4.09,Miami,English,973,9043,8,Health & Wellness,2021-05-14
59995,Alpha Innovations,Email,Women 25-34,45 Days,Facebook,0.14,17786,7.74,Chicago,German,709,2721,2,Tech Enthusiasts,2021-05-15
59996,Nexgen Systems,Search,All Ages,60 Days,Website,0.11,12112,4.73,Houston,German,519,1247,8,Tech Enthusiasts,2021-05-16
59997,Alpha Innovations,Social Media,All Ages,60 Days,Google Ads,0.07,18058,4.71,New York,English,952,1519,6,Foodies,2021-05-17
59998,Alpha Innovations,Social Media,Women 25-34,30 Days,Website,0.06,11827,5.04,New York,Spanish,390,8183,2,Fashionistas,2021-05-18
59999,Nexgen Systems,Email,Women 35-44,60 Days,Email,0.1,11486,3.36,Chicago,French,843,4289,7,Health & Wellness,2021-05-19
60000,Alpha Innovations,Display,Women 35-44,45 Days,Instagram,0.09,9384,7.99,Miami,Mandarin,262,2416,1,Outdoor Adventurers,2021-05-20
60001,Alpha Innovations,Search,All Ages,45 Days,Instagram,0.11,11256,2.57,Los Angeles,Spanish,330,1608,6,Health & Wellness,2021-05-21
60002,Techcorp,Search,All Ages,30 Days,Instagram,0.11,7621,6.42,Houston,French,473,5618,4,Tech Enthusiasts,2021-05-22
60003,Alpha Innovations,Email,All Ages,45 Days,Google Ads,0.13,16503,4.47,Houston,English,314,7685,1,Foodies,2021-05-23
60004,Alpha Innovations,Search,Men 25-34,15 Days,Website,0.1,13990,6.11,New York,German,732,9455,3,Outdoor Adventurers,2021-05-24
60005,Innovate Industries,Influencer,All Ages,60 Days,Website,0.02,11548,4.98,Houston,Mandarin,856,8756,9,Fashionistas,2021-05-25
60006,Innovate Industries,Social Media,Men 25-34,45 Days,Email,0.13,14414,2.85,Miami,Spanish,554,3926,8,Tech Enthusiasts,2021-05-26
60007,Techcorp,Display,Women 35-44,15 Days,Email,0.11,8344,5.11,Houston,English,710,3389,5,Tech Enthusiasts,2021-05-27
60008,Techcorp,Social Media,Women 25-34,15 Days,Instagram,0.08,5293,4.87,Chicago,English,805,8310,5,Health & Wellness,2021-05-28
60009,Alpha Innovations,Influencer,Men 18-24,45 Days,Google Ads,0.11,7239,5.39,Miami,Spanish,791,7381,1,Fashionistas,2021-05-29
60010,Alpha Innovations,Influencer,Women 25-34,60 Days,Youtube,0.04,7458,5.73,New York,French,867,4509,7,Foodies,2021-05-30
60011,Nexgen Systems,Display,Men 25-34,15 Days,Google Ads,0.15,14160,7.28,Chicago,German,496,6828,2,Health & Wellness,2021-05-31
60012,Alpha Innovations,Social Media,All Ages,45 Days,Instagram,0.02,10492,3.92,Houston,French,635,8615,9,Outdoor Adventurers,2021-06-01
60013,Innovate Industries,Search,Women 25-34,45 Days,Website,0.02,12107,6.26,Chicago,Spanish,504,7372,9,Foodies,2021-06-02
60014,Nexgen Systems,Influencer,Women 25-34,15 Days,Facebook,0.06,13880,4.64,Houston,English,824,7201,10,Health & Wellness,2021-06-03
60015,Innovate Industries,Influencer,Women 25-34,15 Days,Facebook,0.12,6839,6.23,Miami,Spanish,385,5873,1,Outdoor Adventurers,2021-06-04
60016,Techcorp,Email,Women 35-44,30 Days,Facebook,0.09,5216,7.8,Chicago,French,746,7739,5,Foodies,2021-06-05
60017,Datatech Solutions,Search,Men 25-34,60 Days,Email,0.02,17308,7.36,Los Angeles,Mandarin,229,5907,5,Fashionistas,2021-06-06
60018,Datatech Solutions,Social Media,Women 25-34,60 Days,Website,0.09,18841,3.64,New York,Mandarin,633,8665,8,Health & Wellness,2021-06-07
60019,Alpha Innovations,Email,Men 18-24,15 Days,Facebook,0.05,7981,5.87,Houston,English,101,5200,6,Tech Enthusiasts,2021-06-08
60020,Alpha Innovations,Display,Women 35-44,45 Days,Facebook,0.1,5202,7.91,New York,English,265,1767,7,Foodies,2021-06-09
60021,Techcorp,Email,Men 18-24,15 Days,Website,0.11,15687,5.2,Chicago,German,174,7651,7,Outdoor Adventurers,2021-06-10
60022,Nexgen Systems,Social Media,Women 35-44,60 Days,Facebook,0.11,17210,3.76,Miami,Spanish,774,8733,10,Health & Wellness,2021-06-11
60023,Nexgen Systems,Display,Women 25-34,60 Days,Instagram,0.09,12046,4.22,Los Angeles,French,864,2359,1,Foodies,2021-06-12
60024,Alpha Innovations,Email,Men 18-24,60 Days,Website,0.05,8201,4.41,Miami,Mandarin,309,8322,1,Foodies,2021-06-13
60025,Innovate Industries,Email,All Ages,45 Days,Facebook,0.05,16372,3.55,Houston,Mandarin,831,4246,5,Tech Enthusiasts,2021-06-14
60026,Innovate Industries,Search,Men 18-24,15 Days,Instagram,0.12,6077,4.89,Chicago,Mandarin,945,7909,3,Health & Wellness,2021-06-15
60027,Nexgen Systems,Email,All Ages,60 Days,Youtube,0.12,18021,3.49,Houston,French,619,4194,1,Tech Enthusiasts,2021-06-16
60028,Innovate Industries,Influencer,Men 25-34,15 Days,Instagram,0.09,8814,7.56,Los Angeles,German,686,1039,3,Health & Wellness,2021-06-17
60029,Datatech Solutions,Display,Men 18-24,60 Days,Email,0.02,15394,4.81,New York,Mandarin,583,7563,3,Health & Wellness,2021-06-18
60030,Alpha Innovations,Influencer,Women 35-44,60 Days,Google Ads,0.01,14890,4.36,Miami,Mandarin,617,4153,9,Foodies,2021-06-19
60031,Nexgen Systems,Influencer,All Ages,30 Days,Email,0.05,7787,7.94,New York,French,143,7250,8,Health & Wellness,2021-06-20
60032,Alpha Innovations,Email,Men 25-34,15 Days,Facebook,0.13,11608,7.71,Los Angeles,French,697,4385,2,Outdoor Adventurers,2021-06-21
60033,Techcorp,Influencer,Men 25-34,60 Days,Facebook,0.03,6958,6.04,New York,Mandarin,562,4344,5,Outdoor Adventurers,2021-06-22
60034,Innovate Industries,Social Media,Women 35-44,30 Days,Email,0.11,8400,7.25,Chicago,Mandarin,178,8415,7,Fashionistas,2021-06-23
60035,Nexgen Systems,Email,Women 25-34,15 Days,Google Ads,0.12,7965,6.97,Los Angeles,German,181,5747,9,Outdoor Adventurers,2021-06-24
60036,Techcorp,Search,Men 18-24,60 Days,Instagram,0.15,7174,2.66,New York,English,474,9233,9,Outdoor Adventurers,2021-06-25
60037,Nexgen Systems,Search,Women 25-34,45 Days,Youtube,0.02,11078,4.01,Los Angeles,Mandarin,604,6148,10,Outdoor Adventurers,2021-06-26
60038,Techcorp,Social Media,Women 35-44,15 Days,Website,0.1,13022,2.41,Chicago,Mandarin,576,7203,6,Tech Enthusiasts,2021-06-27
60039,Innovate Industries,Social Media,Women 25-34,45 Days,Email,0.04,14634,6.33,Houston,French,707,2685,2,Outdoor Adventurers,2021-06-28
60040,Innovate Industries,Influencer,Women 25-34,45 Days,Google Ads,0.1,11951,5.33,Los Angeles,German,685,2306,9,Tech Enthusiasts,2021-06-29
60041,Techcorp,Email,Women 35-44,30 Days,Website,0.04,16519,3.86,New York,English,127,5689,9,Fashionistas,2021-06-30
60042,Datatech Solutions,Influencer,All Ages,60 Days,Email,0.09,5103,4.22,Chicago,Mandarin,591,3165,9,Fashionistas,2021-07-01
60043,Techcorp,Influencer,Men 18-24,45 Days,Youtube,0.1,12075,5.66,Houston,Mandarin,945,6174,8,Outdoor Adventurers,2021-07-02
60044,Datatech Solutions,Email,Men 18-24,30 Days,Google Ads,0.08,18427,7.62,Los Angeles,French,324,5288,4,Fashionistas,2021-07-03
60045,Innovate Industries,Influencer,Women 35-44,60 Days,Instagram,0.15,14307,4.67,Miami,Mandarin,853,1801,6,Fashionistas,2021-07-04
60046,Techcorp,Influencer,Women 35-44,15 Days,Website,0.13,13503,4.71,Chicago,Mandarin,451,6932,10,Health & Wellness,2021-07-05
60047,Alpha Innovations,Search,Women 25-34,15 Days,Email,0.11,9976,3.05,New York,Mandarin,133,9215,5,Tech Enthusiasts,2021-07-06
60048,Innovate Industries,Email,Men 25-34,45 Days,Youtube,0.09,10078,4.75,Miami,German,494,3878,6,Foodies,2021-07-07
60049,Nexgen Systems,Search,Men 25-34,30 Days,Google Ads,0.05,8167,2.4,Miami,German,366,1726,5,Fashionistas,2021-07-08
60050,Datatech Solutions,Display,All Ages,30 Days,Email,0.04,13888,4.08,New York,Mandarin,701,1173,6,Tech Enthusiasts,2021-07-09
60051,Techcorp,Display,Women 25-34,30 Days,Youtube,0.05,12127,3.01,Chicago,Spanish,407,1187,10,Fashionistas,2021-07-10
60052,Nexgen Systems,Influencer,Women 35-44,30 Days,Youtube,0.14,5459,3.05,Los Angeles,Spanish,992,8760,8,Health & Wellness,2021-07-11
60053,Techcorp,Social Media,Men 25-34,15 Days,Facebook,0.07,6096,3.36,Chicago,German,940,9236,3,Health & Wellness,2021-07-12
60054,Alpha Innovations,Social Media,All Ages,15 Days,Instagram,0.05,8406,7.28,Los Angeles,French,212,5141,7,Tech Enthusiasts,2021-07-13
60055,Nexgen Systems,Influencer,Men 25-34,30 Days,Youtube,0.03,7108,6.22,Chicago,Spanish,538,9880,3,Fashionistas,2021-07-14
60056,Nexgen Systems,Display,Men 18-24,45 Days,Facebook,0.14,14165,5.06,Los Angeles,Spanish,726,5752,8,Outdoor Adventurers,2021-07-15
60057,Alpha Innovations,Social Media,Men 18-24,15 Days,Instagram,0.08,8021,2.87,Miami,English,142,8957,2,Tech Enthusiasts,2021-07-16
60058,Datatech Solutions,Search,Women 25-34,45 Days,Facebook,0.05,16304,6.44,Chicago,English,833,9575,9,Health & Wellness,2021-07-17
60059,Nexgen Systems,Influencer,Women 25-34,45 Days,Instagram,0.03,6904,3.86,Miami,German,701,6809,10,Outdoor Adventurers,2021-07-18
60060,Datatech Solutions,Search,Men 18-24,15 Days,Website,0.06,9959,3.43,New York,English,358,6333,1,Tech Enthusiasts,2021-07-19
60061,Innovate Industries,Search,Men 18-24,30 Days,Youtube,0.08,14757,6.67,Chicago,French,491,9673,3,Fashionistas,2021-07-20
60062,Alpha Innovations,Influencer,Women 25-34,15 Days,Website,0.03,17553,3.21,Miami,English,342,5121,1,Tech Enthusiasts,2021-07-21
60063,Innovate Industries,Email,Women 35-44,30 Days,Instagram,0.06,10623,4.23,Chicago,Mandarin,448,6695,4,Tech Enthusiasts,2021-07-22
60064,Techcorp,Social Media,Men 18-24,60 Days,Website,0.02,12843,6.96,Miami,French,189,2393,10,Health & Wellness,2021-07-23
60065,Alpha Innovations,Search,Women 35-44,45 Days,Email,0.04,16099,3.84,Chicago,French,474,4143,5,Health & Wellness,2021-07-24
60066,Alpha Innovations,Search,Men 25-34,45 Days,Instagram,0.1,9255,5.14,Chicago,German,951,2153,1,Foodies,2021-07-25
60067,Techcorp,Social Media,Men 25-34,60 Days,Google Ads,0.04,14750,3.56,New York,English,730,3673,6,Outdoor Adventurers,2021-07-26
60068,Alpha Innovations,Display,Women 25-34,30 Days,Instagram,0.02,9054,5.56,Miami,Mandarin,432,5374,8,Health & Wellness,2021-07-27
60069,Innovate Industries,Email,Women 35-44,60 Days,Facebook,0.09,9827,6.34,New York,Spanish,916,1296,8,Foodies,2021-07-28
60070,Datatech Solutions,Influencer,Men 18-24,60 Days,Google Ads,0.08,13229,6.53,Houston,French,156,1786,3,Outdoor Adventurers,2021-07-29
60071,Datatech Solutions,Social Media,Women 25-34,15 Days,Facebook,0.12,16600,6.67,Los Angeles,Spanish,442,5492,9,Foodies,2021-07-30
60072,Techcorp,Email,Men 25-34,60 Days,Email,0.05,9360,3.24,New York,Spanish,782,7588,9,Foodies,2021-07-31
60073,Datatech Solutions,Email,All Ages,45 Days,Google Ads,0.04,19975,5.73,Miami,Spanish,417,3298,10,Foodies,2021-08-01
60074,Datatech Solutions,Influencer,Women 35-44,60 Days,Youtube,0.01,9094,4.8,Miami,German,375,7958,10,Tech Enthusiasts,2021-08-02
60075,Innovate Industries,Search,Women 35-44,45 Days,Email,0.04,19740,3.68,Houston,English,310,9061,4,Outdoor Adventurers,2021-08-03
60076,Datatech Solutions,Email,Men 18-24,45 Days,Youtube,0.01,8087,7.52,New York,Spanish,769,2824,3,Tech Enthusiasts,2021-08-04
60077,Datatech Solutions,Email,Men 25-34,15 Days,Website,0.04,18786,6.08,New York,German,422,1320,7,Fashionistas,2021-08-05
60078,Alpha Innovations,Social Media,Men 18-24,60 Days,Facebook,0.12,11845,2.63,Chicago,English,328,4134,1,Fashionistas,2021-08-06
60079,Innovate Industries,Search,Men 25-34,60 Days,Google Ads,0.15,9377,4.49,Miami,Mandarin,337,3174,8,Outdoor Adventurers,2021-08-07
60080,Innovate Industries,Email,Men 25-34,60 Days,Email,0.06,12705,3.7,New York,English,852,2650,6,Tech Enthusiasts,2021-08-08
60081,Alpha Innovations,Email,Men 18-24,60 Days,Facebook,0.05,14605,6.88,Houston,German,897,2541,1,Outdoor Adventurers,2021-08-09
60082,Nexgen Systems,Influencer,Women 25-34,30 Days,Instagram,0.08,17001,5.14,Miami,English,828,9782,6,Foodies,2021-08-10
60083,Nexgen Systems,Influencer,Women 25-34,15 Days,Facebook,0.1,8912,7.22,New York,Spanish,196,8035,6,Foodies,2021-08-11
60084,Nexgen Systems,Display,Men 18-24,45 Days,Google Ads,0.14,16006,4.03,Houston,German,485,7962,2,Outdoor Adventurers,2021-08-12
60085,Alpha Innovations,Social Media,Women 25-34,30 Days,Email,0.12,18369,2.4,Houston,Spanish,156,4193,9,Foodies,2021-08-13
60086,Techcorp,Social Media,Men 25-34,30 Days,Website,0.04,18659,7.02,Los Angeles,German,376,2427,5,Tech Enthusiasts,2021-08-14
60087,Techcorp,Email,Men 25-34,45 Days,Website,0.11,18603,7.12,Miami,Spanish,445,4776,4,Foodies,2021-08-15
60088,Alpha Innovations,Display,Men 18-24,60 Days,Email,0.04,13003,2.55,Houston,Mandarin,713,8104,1,Fashionistas,2021-08-16
60089,Innovate Industries,Search,Women 25-34,15 Days,Google Ads,0.04,6846,7.67,Chicago,English,414,9826,1,Fashionistas,2021-08-17
60090,Innovate Industries,Social Media,All Ages,30 Days,Instagram,0.04,6630,5.6,New York,Spanish,190,6955,5,Foodies,2021-08-18
60091,Techcorp,Display,Women 25-34,60 Days,Email,0.14,9659,4.73,Houston,Spanish,533,3979,4,Foodies,2021-08-19
60092,Datatech Solutions,Social Media,Women 25-34,15 Days,Email,0.08,9213,7.85,Los Angeles,Spanish,345,5932,7,Health & Wellness,2021-08-20
60093,Techcorp,Display,Men 25-34,30 Days,Facebook,0.09,16541,6.53,Chicago,Spanish,861,4425,4,Fashionistas,2021-08-21
60094,Nexgen Systems,Search,Men 18-24,45 Days,Email,0.09,12420,5.9,New York,Mandarin,888,1395,4,Tech Enthusiasts,2021-08-22
60095,Datatech Solutions,Influencer,All Ages,45 Days,Email,0.07,9069,4.56,Los Angeles,German,641,2351,9,Health & Wellness,2021-08-23
60096,Alpha Innovations,Email,Men 18-24,15 Days,Email,0.07,8083,5.57,New York,Mandarin,622,8000,9,Fashionistas,2021-08-24
60097,Innovate Industries,Influencer,Women 35-44,15 Days,Youtube,0.13,19883,7.25,New York,French,182,3327,4,Tech Enthusiasts,2021-08-25
60098,Nexgen Systems,Influencer,All Ages,30 Days,Google Ads,0.02,14444,5.52,Miami,Spanish,964,1190,5,Health & Wellness,2021-08-26
60099,Innovate Industries,Email,Women 25-34,15 Days,Youtube,0.02,16402,4.43,Houston,Mandarin,928,4134,6,Health & Wellness,2021-08-27
60100,Nexgen Systems,Influencer,All Ages,30 Days,Youtube,0.1,10001,4.79,Chicago,English,463,9629,3,Fashionistas,2021-08-28
60101,Innovate Industries,Display,Men 25-34,45 Days,Google Ads,0.03,9718,4.5,Chicago,German,822,1916,8,Outdoor Adventurers,2021-08-29
60102,Innovate Industries,Display,Women 25-34,60 Days,Instagram,0.02,5608,4.1,Houston,Spanish,320,3774,6,Foodies,2021-08-30
